userid,phone_no,brand,description,os,ram,screen_size,processor,gpu,price,warranty
user9894,+91 7026185802,mi,"mi laptop with 16gb RAM, 14-inch screen, ryzen 3 processor, and rtx 3070 GPU",windows,16gb,14,ryzen 3,rtx 3070,118259,no
user1678,+91 8128190562,hp,"hp laptop with 32gb RAM, 16-inch screen, i3 processor, and rtx 2060 GPU",windows,32gb,16,i3,rtx 2060,188122,no
user4876,+91 9307625924,acer,"acer laptop with 4gb RAM, 13-inch screen, i7 processor, and gtx 1650 GPU",windows,4gb,13,i7,gtx 1650,50157,no
user5853,+91 8113921936,asus,"asus laptop with 4gb RAM, 14-inch screen, ryzen 9 processor, and rtx 3070 GPU",linux,4gb,14,ryzen 9,rtx 3070,66652,no
user4099,+91 8181110044,mi,"mi laptop with 16gb RAM, 13-inch screen, i9 processor, and rtx 3080 GPU",macos,16gb,13,i9,rtx 3080,113000,yes
user6987,+91 8538762850,acer,"acer laptop with 4gb RAM, 13-inch screen, ryzen 7 processor, and rtx 3060 GPU",linux,4gb,13,ryzen 7,rtx 3060,59938,no
user3987,+91 9758000067,lenovo,"lenovo laptop with 32gb RAM, 17-inch screen, ryzen 7 processor, and rtx 3070 GPU",linux,32gb,17,ryzen 7,rtx 3070,204627,no
user9207,+91 7192791538,mi,"mi laptop with 4gb RAM, 16-inch screen, ryzen 5 processor, and rtx 2060 GPU",macos,4gb,16,ryzen 5,rtx 2060,50536,no
user7016,+91 8621776119,mi,"mi laptop with 16gb RAM, 13-inch screen, ryzen 7 processor, and rtx 3060 GPU",windows,16gb,13,ryzen 7,rtx 3060,81252,yes
user6300,+91 7886633235,apple,"apple laptop with 2gb RAM, 14-inch screen, ryzen 3 processor, and rtx 2060 GPU",macos,2gb,14,ryzen 3,rtx 2060,162000,no
user6058,+91 9583728061,asus,"asus laptop with 8gb RAM, 16-inch screen, ryzen 7 processor, and rtx 3080 GPU",macos,8gb,16,ryzen 7,rtx 3080,72344,yes
user2893,+91 8928670273,mi,"mi laptop with 16gb RAM, 14-inch screen, ryzen 5 processor, and gtx 1650 GPU",linux,16gb,14,ryzen 5,gtx 1650,100993,no
user5664,+91 7262986947,apple,"apple laptop with 32gb RAM, 16-inch screen, i3 processor, and rtx 3060 GPU",macos,32gb,16,i3,rtx 3060,260798,no
user5058,+91 7274850242,lenovo,"lenovo laptop with 4gb RAM, 13-inch screen, ryzen 9 processor, and rtx 3080 GPU",windows,4gb,13,ryzen 9,rtx 3080,65359,yes
user7683,+91 8879892688,acer,"acer laptop with 16gb RAM, 17-inch screen, i7 processor, and rtx 3070 GPU",linux,16gb,17,i7,rtx 3070,98586,no
user4129,+91 9124651416,apple,"apple laptop with 4gb RAM, 17-inch screen, ryzen 5 processor, and rtx 3070 GPU",macos,4gb,17,ryzen 5,rtx 3070,171000,no
user4155,+91 7534986531,apple,"apple laptop with 4gb RAM, 17-inch screen, i3 processor, and gtx 1050 GPU",macos,4gb,17,i3,gtx 1050,162000,no
user5583,+91 8167396426,apple,"apple laptop with 8gb RAM, 14-inch screen, i9 processor, and gtx 1050 GPU",macos,8gb,14,i9,gtx 1050,165000,no
user5126,+91 8908042442,mi,"mi laptop with 4gb RAM, 14-inch screen, ryzen 9 processor, and rtx 3060 GPU",macos,4gb,14,ryzen 9,rtx 3060,59212,no
user3742,+91 8592014212,asus,"asus laptop with 8gb RAM, 13-inch screen, ryzen 7 processor, and rtx 3080 GPU",windows,8gb,13,ryzen 7,rtx 3080,65234,yes
user4141,+91 7756742119,asus,"asus laptop with 4gb RAM, 17-inch screen, ryzen 7 processor, and gtx 1650 GPU",windows,4gb,17,ryzen 7,gtx 1650,53450,yes
user3676,+91 9909263503,mi,"mi laptop with 32gb RAM, 14-inch screen, ryzen 3 processor, and rtx 3060 GPU",macos,32gb,14,ryzen 3,rtx 3060,200563,yes
user1319,+91 7542811544,mi,"mi laptop with 32gb RAM, 16-inch screen, i9 processor, and rtx 3080 GPU",windows,32gb,16,i9,rtx 3080,283980,no
user9098,+91 9545397986,lenovo,"lenovo laptop with 2gb RAM, 16-inch screen, i7 processor, and rtx 3060 GPU",windows,2gb,16,i7,rtx 3060,44805,no
user7353,+91 8670310128,mi,"mi laptop with 2gb RAM, 13-inch screen, ryzen 9 processor, and rtx 3060 GPU",windows,2gb,13,ryzen 9,rtx 3060,43990,no
user4116,+91 8550972356,lenovo,"lenovo laptop with 2gb RAM, 17-inch screen, ryzen 7 processor, and rtx 3080 GPU",windows,2gb,17,ryzen 7,rtx 3080,51935,yes
user1596,+91 9774486242,asus,"asus laptop with 16gb RAM, 15-inch screen, i7 processor, and gtx 1050 GPU",macos,16gb,15,i7,gtx 1050,152718,yes
user1498,+91 8250071222,asus,"asus laptop with 4gb RAM, 15-inch screen, i9 processor, and rtx 3070 GPU",linux,4gb,15,i9,rtx 3070,68070,no
user6509,+91 9588656030,asus,"asus laptop with 32gb RAM, 16-inch screen, i3 processor, and rtx 2060 GPU",linux,32gb,16,i3,rtx 2060,276347,no
user1351,+91 8052216271,lenovo,"lenovo laptop with 8gb RAM, 16-inch screen, ryzen 7 processor, and gtx 1050 GPU",macos,8gb,16,ryzen 7,gtx 1050,58731,yes
user5961,+91 7042372229,mi,"mi laptop with 4gb RAM, 17-inch screen, ryzen 3 processor, and gtx 1650 GPU",linux,4gb,17,ryzen 3,gtx 1650,41553,yes
user8220,+91 8352084190,asus,"asus laptop with 8gb RAM, 13-inch screen, i5 processor, and rtx 3060 GPU",macos,8gb,13,i5,rtx 3060,78753,yes
user6555,+91 7521869563,hp,"hp laptop with 32gb RAM, 16-inch screen, ryzen 7 processor, and rtx 3070 GPU",macos,32gb,16,ryzen 7,rtx 3070,261259,yes
user2265,+91 7164060928,acer,"acer laptop with 8gb RAM, 17-inch screen, ryzen 3 processor, and gtx 1650 GPU",windows,8gb,17,ryzen 3,gtx 1650,95711,yes
user4637,+91 8982437013,mi,"mi laptop with 4gb RAM, 15-inch screen, ryzen 9 processor, and rtx 3080 GPU",linux,4gb,15,ryzen 9,rtx 3080,62959,no
user2653,+91 9212417586,mi,"mi laptop with 2gb RAM, 14-inch screen, ryzen 3 processor, and rtx 2060 GPU",windows,2gb,14,ryzen 3,rtx 2060,34760,yes
user1269,+91 8650661309,mi,"mi laptop with 2gb RAM, 17-inch screen, ryzen 7 processor, and rtx 2060 GPU",windows,2gb,17,ryzen 7,rtx 2060,42049,yes
user5065,+91 7110530400,hp,"hp laptop with 2gb RAM, 17-inch screen, i9 processor, and rtx 3070 GPU",macos,2gb,17,i9,rtx 3070,49493,no
user9558,+91 8305150924,asus,"asus laptop with 4gb RAM, 14-inch screen, i7 processor, and gtx 1050 GPU",linux,4gb,14,i7,gtx 1050,51725,no
user4728,+91 9490811831,asus,"asus laptop with 4gb RAM, 14-inch screen, ryzen 7 processor, and rtx 2060 GPU",linux,4gb,14,ryzen 7,rtx 2060,50640,yes
user9380,+91 7889632260,mi,"mi laptop with 2gb RAM, 15-inch screen, ryzen 9 processor, and gtx 1050 GPU",linux,2gb,15,ryzen 9,gtx 1050,37008,yes
user5653,+91 7545334698,mi,"mi laptop with 16gb RAM, 13-inch screen, i3 processor, and rtx 2060 GPU",windows,16gb,13,i3,rtx 2060,127190,yes
user4475,+91 9493250685,lenovo,"lenovo laptop with 16gb RAM, 16-inch screen, ryzen 9 processor, and rtx 3060 GPU",windows,16gb,16,ryzen 9,rtx 3060,120369,no
user1421,+91 8206649933,hp,"hp laptop with 2gb RAM, 17-inch screen, ryzen 3 processor, and rtx 2060 GPU",linux,2gb,17,ryzen 3,rtx 2060,41269,no
user4512,+91 9916266657,mi,"mi laptop with 16gb RAM, 16-inch screen, i5 processor, and rtx 3080 GPU",macos,16gb,16,i5,rtx 3080,91766,no
user2140,+91 7374118187,acer,"acer laptop with 8gb RAM, 16-inch screen, i9 processor, and rtx 3070 GPU",macos,8gb,16,i9,rtx 3070,144394,no
user9248,+91 7043843122,asus,"asus laptop with 16gb RAM, 14-inch screen, ryzen 5 processor, and rtx 3070 GPU",linux,16gb,14,ryzen 5,rtx 3070,133658,no
user3324,+91 9298558755,asus,"asus laptop with 4gb RAM, 16-inch screen, ryzen 5 processor, and rtx 3080 GPU",macos,4gb,16,ryzen 5,rtx 3080,63292,yes
user5324,+91 9565821043,mi,"mi laptop with 32gb RAM, 16-inch screen, ryzen 5 processor, and rtx 3060 GPU",macos,32gb,16,ryzen 5,rtx 3060,209394,yes
user9656,+91 9978085564,mi,"mi laptop with 16gb RAM, 17-inch screen, ryzen 5 processor, and rtx 2060 GPU",linux,16gb,17,ryzen 5,rtx 2060,171092,yes
user9762,+91 9016645983,lenovo,"lenovo laptop with 2gb RAM, 16-inch screen, i5 processor, and rtx 3070 GPU",linux,2gb,16,i5,rtx 3070,47880,yes
user5355,+91 8437529022,apple,"apple laptop with 4gb RAM, 16-inch screen, ryzen 7 processor, and rtx 3080 GPU",macos,4gb,16,ryzen 7,rtx 3080,174000,yes
user9176,+91 8826975794,asus,"asus laptop with 32gb RAM, 14-inch screen, ryzen 5 processor, and rtx 3060 GPU",macos,32gb,14,ryzen 5,rtx 3060,229279,no
user8414,+91 8298985862,apple,"apple laptop with 4gb RAM, 17-inch screen, ryzen 7 processor, and rtx 3070 GPU",macos,4gb,17,ryzen 7,rtx 3070,173000,yes
user6292,+91 9404967921,hp,"hp laptop with 16gb RAM, 13-inch screen, ryzen 7 processor, and gtx 1650 GPU",linux,16gb,13,ryzen 7,gtx 1650,100542,no
user2537,+91 7745202059,asus,"asus laptop with 8gb RAM, 14-inch screen, i9 processor, and gtx 1650 GPU",windows,8gb,14,i9,gtx 1650,124675,yes
user3162,+91 9169105581,hp,"hp laptop with 2gb RAM, 13-inch screen, i3 processor, and rtx 3070 GPU",macos,2gb,13,i3,rtx 3070,42467,no
user3071,+91 7631875493,apple,"apple laptop with 4gb RAM, 17-inch screen, ryzen 9 processor, and rtx 3060 GPU",macos,4gb,17,ryzen 9,rtx 3060,173000,no
user2124,+91 8523205606,asus,"asus laptop with 32gb RAM, 15-inch screen, i9 processor, and gtx 1650 GPU",linux,32gb,15,i9,gtx 1650,208027,no
user7912,+91 8024990720,acer,"acer laptop with 4gb RAM, 14-inch screen, ryzen 9 processor, and rtx 3060 GPU",windows,4gb,14,ryzen 9,rtx 3060,60055,no
user9511,+91 7981254788,hp,"hp laptop with 2gb RAM, 16-inch screen, ryzen 9 processor, and rtx 2060 GPU",macos,2gb,16,ryzen 9,rtx 2060,45664,yes
user8531,+91 9199731152,asus,"asus laptop with 4gb RAM, 14-inch screen, i7 processor, and gtx 1650 GPU",macos,4gb,14,i7,gtx 1650,48804,no
user5627,+91 9883524086,apple,"apple laptop with 32gb RAM, 17-inch screen, i5 processor, and rtx 3070 GPU",macos,32gb,17,i5,rtx 3070,194677,no
user1490,+91 7751142735,hp,"hp laptop with 4gb RAM, 15-inch screen, i9 processor, and rtx 3080 GPU",macos,4gb,15,i9,rtx 3080,66615,yes
user7749,+91 9627093844,lenovo,"lenovo laptop with 8gb RAM, 14-inch screen, ryzen 9 processor, and rtx 3060 GPU",windows,8gb,14,ryzen 9,rtx 3060,79654,yes
user9541,+91 9974914044,asus,"asus laptop with 32gb RAM, 16-inch screen, ryzen 5 processor, and gtx 1050 GPU",linux,32gb,16,ryzen 5,gtx 1050,265840,yes
user7575,+91 7678714227,apple,"apple laptop with 8gb RAM, 16-inch screen, i9 processor, and rtx 3070 GPU",macos,8gb,16,i9,rtx 3070,175000,yes
user2132,+91 9747809087,apple,"apple laptop with 16gb RAM, 14-inch screen, i9 processor, and rtx 3060 GPU",macos,16gb,14,i9,rtx 3060,171000,no
user2867,+91 7476057875,asus,"asus laptop with 4gb RAM, 15-inch screen, i7 processor, and rtx 3060 GPU",macos,4gb,15,i7,rtx 3060,61473,yes
user3211,+91 9740050345,mi,"mi laptop with 8gb RAM, 17-inch screen, i5 processor, and gtx 1650 GPU",macos,8gb,17,i5,gtx 1650,64869,yes
user3992,+91 9995041179,mi,"mi laptop with 8gb RAM, 16-inch screen, i7 processor, and gtx 1050 GPU",macos,8gb,16,i7,gtx 1050,90347,yes
user3781,+91 9886636724,asus,"asus laptop with 4gb RAM, 14-inch screen, i7 processor, and rtx 3080 GPU",macos,4gb,14,i7,rtx 3080,63507,no
user8264,+91 8284301581,lenovo,"lenovo laptop with 2gb RAM, 15-inch screen, ryzen 9 processor, and rtx 3060 GPU",macos,2gb,15,ryzen 9,rtx 3060,44568,yes
user8975,+91 8068041222,acer,"acer laptop with 8gb RAM, 15-inch screen, ryzen 9 processor, and rtx 2060 GPU",windows,8gb,15,ryzen 9,rtx 2060,126560,yes
user3210,+91 8261133187,apple,"apple laptop with 2gb RAM, 15-inch screen, i9 processor, and gtx 1050 GPU",macos,2gb,15,i9,gtx 1050,166000,no
user8187,+91 7344598280,apple,"apple laptop with 32gb RAM, 15-inch screen, i5 processor, and rtx 3070 GPU",macos,32gb,15,i5,rtx 3070,257273,no
user9495,+91 7752545101,hp,"hp laptop with 2gb RAM, 16-inch screen, i5 processor, and gtx 1650 GPU",macos,2gb,16,i5,gtx 1650,37771,yes
user1170,+91 7587542807,asus,"asus laptop with 16gb RAM, 14-inch screen, i3 processor, and rtx 2060 GPU",windows,16gb,14,i3,rtx 2060,91975,no
user5445,+91 9069420161,lenovo,"lenovo laptop with 4gb RAM, 13-inch screen, i5 processor, and rtx 3070 GPU",linux,4gb,13,i5,rtx 3070,60060,yes
user8340,+91 9624043876,hp,"hp laptop with 8gb RAM, 16-inch screen, i3 processor, and rtx 3070 GPU",macos,8gb,16,i3,rtx 3070,72696,yes
user7770,+91 8809980500,hp,"hp laptop with 8gb RAM, 16-inch screen, ryzen 7 processor, and gtx 1650 GPU",windows,8gb,16,ryzen 7,gtx 1650,116635,yes
user8917,+91 7244954740,hp,"hp laptop with 8gb RAM, 16-inch screen, ryzen 3 processor, and rtx 3070 GPU",macos,8gb,16,ryzen 3,rtx 3070,85526,no
user6385,+91 8513151807,lenovo,"lenovo laptop with 4gb RAM, 15-inch screen, ryzen 9 processor, and rtx 3080 GPU",macos,4gb,15,ryzen 9,rtx 3080,62032,no
user9631,+91 7058679034,asus,"asus laptop with 2gb RAM, 17-inch screen, ryzen 7 processor, and gtx 1650 GPU",macos,2gb,17,ryzen 7,gtx 1650,43578,no
user5510,+91 8565960926,apple,"apple laptop with 8gb RAM, 17-inch screen, ryzen 5 processor, and gtx 1650 GPU",macos,8gb,17,ryzen 5,gtx 1650,165000,no
user8511,+91 8462666220,mi,"mi laptop with 32gb RAM, 15-inch screen, ryzen 7 processor, and rtx 2060 GPU",windows,32gb,15,ryzen 7,rtx 2060,267488,yes
user4066,+91 7538104284,apple,"apple laptop with 8gb RAM, 14-inch screen, i5 processor, and rtx 2060 GPU",macos,8gb,14,i5,rtx 2060,165000,yes
user5210,+91 7239183023,apple,"apple laptop with 4gb RAM, 17-inch screen, ryzen 3 processor, and rtx 3060 GPU",macos,4gb,17,ryzen 3,rtx 3060,167000,yes
user6102,+91 8894169148,mi,"mi laptop with 16gb RAM, 16-inch screen, i3 processor, and gtx 1650 GPU",linux,16gb,16,i3,gtx 1650,111371,yes
user5419,+91 9529149276,mi,"mi laptop with 16gb RAM, 14-inch screen, ryzen 9 processor, and rtx 3080 GPU",macos,16gb,14,ryzen 9,rtx 3080,148304,yes
user8089,+91 9006138625,lenovo,"lenovo laptop with 32gb RAM, 13-inch screen, i3 processor, and gtx 1650 GPU",windows,32gb,13,i3,gtx 1650,221097,yes
user7829,+91 9818920708,asus,"asus laptop with 4gb RAM, 14-inch screen, i7 processor, and rtx 2060 GPU",windows,4gb,14,i7,rtx 2060,54535,yes
user3646,+91 8569108384,apple,"apple laptop with 16gb RAM, 17-inch screen, ryzen 5 processor, and rtx 3070 GPU",macos,16gb,17,ryzen 5,rtx 3070,171000,yes
user4016,+91 9726544417,hp,"hp laptop with 32gb RAM, 13-inch screen, ryzen 9 processor, and gtx 1650 GPU",macos,32gb,13,ryzen 9,gtx 1650,270491,no
user5598,+91 9669586240,asus,"asus laptop with 16gb RAM, 13-inch screen, i5 processor, and gtx 1650 GPU",linux,16gb,13,i5,gtx 1650,74909,yes
user8385,+91 8029957857,apple,"apple laptop with 32gb RAM, 15-inch screen, i7 processor, and gtx 1650 GPU",macos,32gb,15,i7,gtx 1650,261975,no
user8002,+91 8362449158,hp,"hp laptop with 16gb RAM, 15-inch screen, i3 processor, and gtx 1650 GPU",macos,16gb,15,i3,gtx 1650,113293,yes
user9500,+91 8903259814,acer,"acer laptop with 32gb RAM, 15-inch screen, i5 processor, and rtx 3060 GPU",windows,32gb,15,i5,rtx 3060,274882,yes
user7713,+91 8250952865,asus,"asus laptop with 4gb RAM, 14-inch screen, ryzen 5 processor, and rtx 3080 GPU",linux,4gb,14,ryzen 5,rtx 3080,61929,yes
user3122,+91 9274972094,mi,"mi laptop with 16gb RAM, 14-inch screen, ryzen 9 processor, and rtx 3080 GPU",windows,16gb,14,ryzen 9,rtx 3080,86376,yes
user1940,+91 8781643458,hp,"hp laptop with 32gb RAM, 16-inch screen, ryzen 9 processor, and gtx 1650 GPU",macos,32gb,16,ryzen 9,gtx 1650,225034,no
user7003,+91 8706713370,mi,"mi laptop with 32gb RAM, 14-inch screen, i5 processor, and gtx 1650 GPU",macos,32gb,14,i5,gtx 1650,226834,no
user8652,+91 7633467252,acer,"acer laptop with 2gb RAM, 15-inch screen, i3 processor, and rtx 3080 GPU",linux,2gb,15,i3,rtx 3080,42132,yes
user7746,+91 7380650998,mi,"mi laptop with 16gb RAM, 17-inch screen, ryzen 5 processor, and rtx 2060 GPU",macos,16gb,17,ryzen 5,rtx 2060,147014,yes
user7678,+91 9703928461,hp,"hp laptop with 2gb RAM, 14-inch screen, i7 processor, and gtx 1050 GPU",macos,2gb,14,i7,gtx 1050,38021,no
user2681,+91 7095419853,hp,"hp laptop with 2gb RAM, 15-inch screen, i9 processor, and gtx 1650 GPU",macos,2gb,15,i9,gtx 1650,42503,no
user3065,+91 9501154232,asus,"asus laptop with 2gb RAM, 17-inch screen, i5 processor, and gtx 1650 GPU",windows,2gb,17,i5,gtx 1650,36363,yes
user4370,+91 7386817445,mi,"mi laptop with 16gb RAM, 17-inch screen, i3 processor, and rtx 3060 GPU",linux,16gb,17,i3,rtx 3060,87265,no
user2779,+91 8758312872,hp,"hp laptop with 4gb RAM, 13-inch screen, ryzen 7 processor, and gtx 1050 GPU",macos,4gb,13,ryzen 7,gtx 1050,48660,no
user1162,+91 7318432880,hp,"hp laptop with 2gb RAM, 17-inch screen, ryzen 5 processor, and rtx 3080 GPU",linux,2gb,17,ryzen 5,rtx 3080,44444,yes
user7654,+91 8692414024,lenovo,"lenovo laptop with 2gb RAM, 15-inch screen, ryzen 9 processor, and rtx 3060 GPU",macos,2gb,15,ryzen 9,rtx 3060,41490,no
user2981,+91 7365264133,apple,"apple laptop with 8gb RAM, 15-inch screen, i3 processor, and gtx 1650 GPU",macos,8gb,15,i3,gtx 1650,162000,no
user6012,+91 9002132307,acer,"acer laptop with 16gb RAM, 14-inch screen, ryzen 9 processor, and rtx 3060 GPU",windows,16gb,14,ryzen 9,rtx 3060,84929,no
user2227,+91 8178548851,asus,"asus laptop with 16gb RAM, 16-inch screen, i9 processor, and rtx 3060 GPU",macos,16gb,16,i9,rtx 3060,106268,no
user5366,+91 9113084039,hp,"hp laptop with 4gb RAM, 14-inch screen, i7 processor, and rtx 3060 GPU",linux,4gb,14,i7,rtx 3060,57888,no
user4404,+91 7478689052,mi,"mi laptop with 2gb RAM, 17-inch screen, i9 processor, and gtx 1650 GPU",windows,2gb,17,i9,gtx 1650,43714,no
user9448,+91 9960302791,hp,"hp laptop with 2gb RAM, 17-inch screen, i5 processor, and rtx 3060 GPU",linux,2gb,17,i5,rtx 3060,41488,no
user1837,+91 9733524631,apple,"apple laptop with 16gb RAM, 15-inch screen, i9 processor, and rtx 3080 GPU",macos,16gb,15,i9,rtx 3080,176000,no
user7402,+91 7512127254,apple,"apple laptop with 8gb RAM, 15-inch screen, i9 processor, and rtx 3080 GPU",macos,8gb,15,i9,rtx 3080,176000,no
user9274,+91 9880645970,hp,"hp laptop with 8gb RAM, 16-inch screen, i5 processor, and rtx 3060 GPU",macos,8gb,16,i5,rtx 3060,85804,no
user7622,+91 7863423434,lenovo,"lenovo laptop with 16gb RAM, 15-inch screen, i3 processor, and gtx 1650 GPU",windows,16gb,15,i3,gtx 1650,155903,no
user7996,+91 9206020052,mi,"mi laptop with 16gb RAM, 15-inch screen, ryzen 3 processor, and rtx 3060 GPU",macos,16gb,15,ryzen 3,rtx 3060,137944,yes
user5411,+91 8363598292,acer,"acer laptop with 32gb RAM, 14-inch screen, i7 processor, and gtx 1050 GPU",linux,32gb,14,i7,gtx 1050,281964,no
user8301,+91 8632451246,asus,"asus laptop with 8gb RAM, 16-inch screen, i5 processor, and rtx 3060 GPU",windows,8gb,16,i5,rtx 3060,82677,no
user7173,+91 7149107146,mi,"mi laptop with 4gb RAM, 17-inch screen, i3 processor, and rtx 3070 GPU",macos,4gb,17,i3,rtx 3070,56554,no
user7630,+91 9296852542,mi,"mi laptop with 8gb RAM, 13-inch screen, i7 processor, and rtx 3060 GPU",windows,8gb,13,i7,rtx 3060,96813,no
user7401,+91 7141173952,hp,"hp laptop with 16gb RAM, 14-inch screen, ryzen 9 processor, and rtx 3060 GPU",macos,16gb,14,ryzen 9,rtx 3060,140831,yes
user1532,+91 8377543644,acer,"acer laptop with 16gb RAM, 16-inch screen, ryzen 3 processor, and rtx 2060 GPU",linux,16gb,16,ryzen 3,rtx 2060,96359,yes
user7633,+91 9913335002,lenovo,"lenovo laptop with 8gb RAM, 13-inch screen, i5 processor, and gtx 1050 GPU",linux,8gb,13,i5,gtx 1050,123106,yes
user8253,+91 8049300360,asus,"asus laptop with 8gb RAM, 17-inch screen, i7 processor, and rtx 2060 GPU",linux,8gb,17,i7,rtx 2060,136255,no
user1165,+91 8193689995,hp,"hp laptop with 8gb RAM, 17-inch screen, ryzen 7 processor, and rtx 3060 GPU",windows,8gb,17,ryzen 7,rtx 3060,67466,no
user5836,+91 9587289732,acer,"acer laptop with 4gb RAM, 15-inch screen, ryzen 3 processor, and gtx 1650 GPU",windows,4gb,15,ryzen 3,gtx 1650,42279,yes
user2717,+91 8292593501,lenovo,"lenovo laptop with 32gb RAM, 13-inch screen, ryzen 7 processor, and rtx 2060 GPU",macos,32gb,13,ryzen 7,rtx 2060,221791,no
user1778,+91 8379129859,asus,"asus laptop with 4gb RAM, 15-inch screen, ryzen 9 processor, and rtx 2060 GPU",macos,4gb,15,ryzen 9,rtx 2060,63662,no
user4623,+91 7721905075,apple,"apple laptop with 2gb RAM, 13-inch screen, i3 processor, and rtx 3070 GPU",macos,2gb,13,i3,rtx 3070,166000,yes
user3755,+91 8605173332,hp,"hp laptop with 16gb RAM, 14-inch screen, ryzen 9 processor, and rtx 3070 GPU",windows,16gb,14,ryzen 9,rtx 3070,129305,no
user2214,+91 9665114348,asus,"asus laptop with 32gb RAM, 17-inch screen, ryzen 7 processor, and rtx 2060 GPU",windows,32gb,17,ryzen 7,rtx 2060,184101,yes
user6014,+91 9993121000,mi,"mi laptop with 2gb RAM, 13-inch screen, i5 processor, and gtx 1650 GPU",linux,2gb,13,i5,gtx 1650,37608,no
user4777,+91 8205628825,asus,"asus laptop with 8gb RAM, 17-inch screen, i3 processor, and rtx 2060 GPU",linux,8gb,17,i3,rtx 2060,102305,yes
user3684,+91 8905038131,acer,"acer laptop with 2gb RAM, 15-inch screen, i7 processor, and rtx 2060 GPU",linux,2gb,15,i7,rtx 2060,42350,yes
user9321,+91 8552380950,hp,"hp laptop with 2gb RAM, 13-inch screen, i5 processor, and rtx 3070 GPU",linux,2gb,13,i5,rtx 3070,44660,no
user1237,+91 8154055017,hp,"hp laptop with 16gb RAM, 14-inch screen, i7 processor, and rtx 3060 GPU",macos,16gb,14,i7,rtx 3060,128808,yes
user4407,+91 9724336033,apple,"apple laptop with 8gb RAM, 16-inch screen, i7 processor, and rtx 3080 GPU",macos,8gb,16,i7,rtx 3080,175000,no
user6214,+91 8859964793,apple,"apple laptop with 8gb RAM, 16-inch screen, i3 processor, and gtx 1650 GPU",macos,8gb,16,i3,gtx 1650,163000,yes
user3754,+91 9980980124,acer,"acer laptop with 2gb RAM, 16-inch screen, ryzen 9 processor, and rtx 2060 GPU",linux,2gb,16,ryzen 9,rtx 2060,42288,yes
user5725,+91 7434379013,apple,"apple laptop with 4gb RAM, 13-inch screen, i9 processor, and gtx 1650 GPU",macos,4gb,13,i9,gtx 1650,166000,no
user6460,+91 8170291521,apple,"apple laptop with 8gb RAM, 17-inch screen, ryzen 3 processor, and rtx 3060 GPU",macos,8gb,17,ryzen 3,rtx 3060,167000,yes
user6734,+91 9226323790,mi,"mi laptop with 32gb RAM, 16-inch screen, ryzen 7 processor, and rtx 2060 GPU",windows,32gb,16,ryzen 7,rtx 2060,180907,yes
user7038,+91 7129634707,lenovo,"lenovo laptop with 2gb RAM, 16-inch screen, ryzen 5 processor, and gtx 1650 GPU",linux,2gb,16,ryzen 5,gtx 1650,38530,yes
user8806,+91 8637477349,asus,"asus laptop with 32gb RAM, 17-inch screen, ryzen 9 processor, and rtx 3070 GPU",macos,32gb,17,ryzen 9,rtx 3070,252121,no
user2501,+91 8159135601,apple,"apple laptop with 8gb RAM, 17-inch screen, ryzen 5 processor, and gtx 1650 GPU",macos,8gb,17,ryzen 5,gtx 1650,165000,yes
user4411,+91 7074965762,mi,"mi laptop with 2gb RAM, 17-inch screen, i5 processor, and gtx 1650 GPU",linux,2gb,17,i5,gtx 1650,39564,yes
user5187,+91 7330655932,hp,"hp laptop with 16gb RAM, 13-inch screen, i5 processor, and gtx 1650 GPU",macos,16gb,13,i5,gtx 1650,157845,yes
user5567,+91 9995107438,acer,"acer laptop with 4gb RAM, 13-inch screen, ryzen 5 processor, and rtx 2060 GPU",linux,4gb,13,ryzen 5,rtx 2060,56740,no
user2116,+91 7911729441,acer,"acer laptop with 2gb RAM, 13-inch screen, ryzen 3 processor, and gtx 1650 GPU",windows,2gb,13,ryzen 3,gtx 1650,35331,no
user1024,+91 8464382007,asus,"asus laptop with 4gb RAM, 17-inch screen, i3 processor, and gtx 1050 GPU",windows,4gb,17,i3,gtx 1050,51339,yes
user8088,+91 8229268050,mi,"mi laptop with 8gb RAM, 15-inch screen, i3 processor, and rtx 3060 GPU",linux,8gb,15,i3,rtx 3060,126263,yes
user2068,+91 7113291461,acer,"acer laptop with 16gb RAM, 13-inch screen, i7 processor, and gtx 1050 GPU",linux,16gb,13,i7,gtx 1050,137618,no
user9094,+91 7973806830,apple,"apple laptop with 32gb RAM, 17-inch screen, ryzen 9 processor, and gtx 1650 GPU",macos,32gb,17,ryzen 9,gtx 1650,212492,no
user6924,+91 9409956946,apple,"apple laptop with 32gb RAM, 17-inch screen, ryzen 9 processor, and rtx 2060 GPU",macos,32gb,17,ryzen 9,rtx 2060,251988,yes
user5208,+91 7615638889,acer,"acer laptop with 16gb RAM, 16-inch screen, ryzen 9 processor, and rtx 3070 GPU",linux,16gb,16,ryzen 9,rtx 3070,85059,yes
user8483,+91 9205359420,asus,"asus laptop with 4gb RAM, 13-inch screen, ryzen 7 processor, and gtx 1650 GPU",macos,4gb,13,ryzen 7,gtx 1650,43648,no
user2023,+91 9039580929,lenovo,"lenovo laptop with 4gb RAM, 16-inch screen, i3 processor, and rtx 3070 GPU",macos,4gb,16,i3,rtx 3070,58626,yes
user1343,+91 7605058554,acer,"acer laptop with 4gb RAM, 13-inch screen, i5 processor, and gtx 1050 GPU",macos,4gb,13,i5,gtx 1050,53381,yes
